TransactionID,Date,ProductID,CustomerID,Quantity,Region,MarketingCampaign,TradeShowFlag,WeatherIndex,HolidayFlag,Revenue
TX00795,2023-02-28 00:58:45.472547255,P0063,C0152,41,North America,1,0,1.0,0,6738.76
TX00796,2023-02-28 02:43:53.303330333,P0078,C0269,4,Europe,0,0,1.28,0,652.48
TX00797,2023-02-28 04:29:01.134113411,P0085,C0170,29,Asia,0,0,1.26,0,5601.06
TX00798,2023-02-28 06:14:08.964896489,P0093,C0155,47,South America,1,0,1.02,0,5881.58
TX00799,2023-02-28 07:59:16.795679568,P0039,C0274,35,South America,1,0,0.56,0,6814.15
TX00800,2023-02-28 09:44:24.626462646,P0097,C0019,23,South America,0,0,1.48,0,2950.44
TX00801,2023-02-28 11:29:32.457245724,P0059,C0213,7,North America,1,0,0.88,0,132.58
TX00802,2023-02-28 13:14:40.288028803,P0097,C0078,46,Asia,0,0,0.82,0,5900.88
TX00803,2023-02-28 14:59:48.118811881,P0047,C0138,46,Asia,1,0,1.48,0,5213.64
TX00804,2023-02-28 16:44:55.949594959,P0098,C0097,9,Asia,0,1,1.37,0,445.41
TX00805,2023-02-28 18:30:03.780378038,P0018,C0151,23,North America,1,0,0.83,0,4311.58
TX00806,2023-02-28 20:15:11.611161116,P0071,C0197,3,Europe,1,1,0.81,1,55.02
TX00807,2023-02-28 22:00:19.441944194,P0032,C0272,9,North America,0,1,1.22,0,1693.44
TX00808,2023-02-28 23:45:27.272727273,P0043,C0155,4,Europe,0,0,0.83,0,361.76
TX00809,2023-03-01 01:30:35.103510351,P0091,C0049,49,North America,0,1,0.75,0,1370.53
TX00810,2023-03-01 03:15:42.934293429,P0036,C0227,25,Asia,0,0,1.48,0,875.0
TX00811,2023-03-01 05:00:50.765076507,P0088,C0009,6,Asia,0,0,1.07,0,550.38
TX00812,2023-03-01 06:45:58.595859586,P0035,C0148,48,Asia,1,1,1.26,0,2712.0
TX00813,2023-03-01 08:31:06.426642664,P0080,C0057,18,North America,0,0,1.21,0,834.84
TX00814,2023-03-01 10:16:14.257425742,P0087,C0161,45,South America,0,0,1.26,0,650.25
TX00815,2023-03-01 12:01:22.088208821,P0020,C0106,7,North America,0,0,1.4,0,406.21
TX00816,2023-03-01 13:46:29.918991899,P0001,C0288,35,Europe,0,0,1.0,0,2876.65
TX00817,2023-03-01 15:31:37.749774977,P0030,C0185,31,North America,0,1,1.25,0,3642.19
TX00818,2023-03-01 17:16:45.580558056,P0096,C0045,38,Europe,0,0,1.3,0,1394.22
TX00819,2023-03-01 19:01:53.411341134,P0029,C0128,32,North America,1,0,1.45,1,4038.72
TX00820,2023-03-01 20:47:01.242124212,P0075,C0086,35,South America,1,1,1.21,0,1616.3
TX00821,2023-03-01 22:32:09.072907291,P0043,C0248,28,South America,1,0,1.39,0,2532.32
TX00822,2023-03-02 00:17:16.903690369,P0011,C0256,44,Asia,1,1,0.6,0,6845.08
TX00823,2023-03-02 02:02:24.734473447,P0050,C0276,5,South America,0,1,0.63,0,632.5
TX00824,2023-03-02 03:47:32.565256525,P0048,C0277,30,North America,1,1,0.66,0,2229.9
TX00825,2023-03-02 05:32:40.396039604,P0023,C0003,22,South America,0,0,0.64,0,3541.78
TX00826,2023-03-02 07:17:48.226822682,P0023,C0064,17,Asia,0,0,0.59,0,2736.83
TX00827,2023-03-02 09:02:56.057605760,P0059,C0201,10,North America,0,0,0.62,0,189.4
TX00828,2023-03-02 10:48:03.888388839,P0010,C0062,7,Europe,0,0,1.5,0,244.37
TX00829,2023-03-02 12:33:11.719171917,P0012,C0142,4,North America,0,0,0.77,0,748.64
TX00830,2023-03-02 14:18:19.549954995,P0090,C0243,42,Asia,0,0,0.98,0,2825.76
TX00831,2023-03-02 16:03:27.380738074,P0071,C0291,27,South America,0,0,1.32,0,495.18
TX00832,2023-03-02 17:48:35.211521152,P0073,C0284,7,South America,0,0,0.62,0,661.15
TX00833,2023-03-02 19:33:43.042304230,P0071,C0179,23,North America,1,0,0.82,1,421.82
TX00834,2023-03-02 21:18:50.873087309,P0063,C0173,11,Europe,0,0,0.66,0,1807.96
TX00835,2023-03-02 23:03:58.703870387,P0019,C0110,8,Europe,1,0,0.56,0,359.04
TX00836,2023-03-03 00:49:06.534653465,P0071,C0174,8,Europe,0,0,1.46,0,146.72
TX00837,2023-03-03 02:34:14.365436543,P0072,C0152,37,Europe,0,0,1.36,0,5434.19
TX00838,2023-03-03 04:19:22.196219622,P0070,C0216,5,North America,0,0,1.38,0,98.0
TX00839,2023-03-03 06:04:30.027002700,P0077,C0296,7,South America,1,0,1.37,0,70.56
TX00840,2023-03-03 07:49:37.857785778,P0027,C0239,22,Europe,0,0,0.65,1,2348.06
TX00841,2023-03-03 09:34:45.688568857,P0001,C0225,36,North America,0,0,1.28,0,2958.84
TX00842,2023-03-03 11:19:53.519351935,P0042,C0185,2,North America,0,0,1.23,0,380.02
TX00843,2023-03-03 13:05:01.350135013,P0007,C0047,24,North America,0,0,1.43,0,1044.48
TX00844,2023-03-03 14:50:09.180918092,P0012,C0207,2,Europe,0,0,0.72,0,374.32
TX00845,2023-03-03 16:35:17.011701170,P0084,C0156,48,Europe,1,0,0.91,0,3405.12
TX00846,2023-03-03 18:20:24.842484248,P0091,C0224,12,North America,0,0,0.79,0,335.64
TX00847,2023-03-03 20:05:32.673267327,P0034,C0143,47,North America,0,0,0.76,0,8918.25
TX00848,2023-03-03 21:50:40.504050405,P0022,C0110,42,North America,0,1,1.15,0,3477.6
TX00849,2023-03-03 23:35:48.334833483,P0045,C0131,26,South America,0,0,0.66,0,2445.3
TX00850,2023-03-04 01:20:56.165616561,P0014,C0112,38,South America,1,0,0.96,1,3044.18
TX00851,2023-03-04 03:06:03.996399640,P0001,C0088,45,Asia,1,0,1.15,0,3698.55
TX00852,2023-03-04 04:51:11.827182718,P0060,C0160,6,Asia,0,0,0.63,0,822.12
TX00853,2023-03-04 06:36:19.657965796,P0075,C0074,23,Europe,0,0,0.76,0,1062.14
TX00854,2023-03-04 08:21:27.488748875,P0063,C0280,2,South America,1,0,1.47,0,328.72
TX00855,2023-03-04 10:06:35.319531953,P0051,C0006,26,Asia,0,0,1.3,0,4551.82
TX00856,2023-03-04 11:51:43.150315031,P0035,C0112,14,North America,0,0,1.18,0,791.0
TX00857,2023-03-04 13:36:50.981098110,P0066,C0035,18,North America,1,0,1.36,0,1087.2
TX00858,2023-03-04 15:21:58.811881188,P0068,C0265,38,Europe,0,0,0.51,1,2695.34
TX00859,2023-03-04 17:07:06.642664266,P0066,C0112,32,Europe,0,1,0.51,0,1932.8
TX00860,2023-03-04 18:52:14.473447345,P0046,C0291,14,Asia,0,0,0.65,0,262.5
TX00861,2023-03-04 20:37:22.304230423,P0082,C0222,30,North America,1,0,1.0,1,3063.6
TX00862,2023-03-04 22:22:30.135013501,P0001,C0210,13,Europe,0,0,1.07,0,1068.47
TX00863,2023-03-05 00:07:37.965796579,P0043,C0017,40,Europe,0,0,0.61,0,3617.6
TX00864,2023-03-05 01:52:45.796579658,P0063,C0240,31,South America,1,0,0.57,0,5095.16
TX00865,2023-03-05 03:37:53.627362736,P0080,C0133,37,Asia,1,0,1.33,0,1716.06
TX00866,2023-03-05 05:23:01.458145814,P0077,C0219,45,Europe,0,0,0.96,0,453.6
TX00867,2023-03-05 07:08:09.288928893,P0027,C0101,38,Asia,0,0,1.49,0,4055.74
TX00868,2023-03-05 08:53:17.119711971,P0090,C0139,22,North America,0,0,0.73,0,1480.16
TX00869,2023-03-05 10:38:24.950495049,P0053,C0168,28,Asia,0,0,1.15,0,2589.16
TX00870,2023-03-05 12:23:32.781278128,P0073,C0190,19,Europe,0,0,1.3,0,1794.55
TX00871,2023-03-05 14:08:40.612061206,P0066,C0024,43,South America,1,0,1.37,1,2597.2
TX00872,2023-03-05 15:53:48.442844284,P0035,C0032,16,Asia,0,1,0.81,0,904.0
TX00873,2023-03-05 17:38:56.273627363,P0062,C0005,5,Asia,0,0,0.69,0,204.75
TX00874,2023-03-05 19:24:04.104410441,P0024,C0193,44,North America,0,0,0.73,0,4254.8
TX00875,2023-03-05 21:09:11.935193519,P0085,C0229,49,South America,0,0,1.17,0,9463.86
TX00876,2023-03-05 22:54:19.765976597,P0047,C0136,2,Asia,1,0,1.02,1,226.68
TX00877,2023-03-06 00:39:27.596759676,P0038,C0215,10,South America,1,0,1.1,0,1800.7
TX00878,2023-03-06 02:24:35.427542754,P0046,C0182,47,Europe,0,0,0.52,0,881.25
TX00879,2023-03-06 04:09:43.258325832,P0093,C0167,19,South America,0,1,0.89,1,2377.66
TX00880,2023-03-06 05:54:51.089108911,P0020,C0281,20,Europe,0,0,0.81,0,1160.6
TX00881,2023-03-06 07:39:58.919891989,P0029,C0037,29,North America,0,0,1.36,0,3660.09
TX00882,2023-03-06 09:25:06.750675067,P0091,C0162,25,North America,0,0,1.28,0,699.25
TX00883,2023-03-06 11:10:14.581458146,P0030,C0141,17,North America,0,0,0.93,0,1997.33
TX00884,2023-03-06 12:55:22.412241224,P0025,C0247,13,Europe,0,0,1.13,0,551.85
TX00885,2023-03-06 14:40:30.243024302,P0021,C0102,45,Asia,0,0,0.55,0,3926.7
TX00886,2023-03-06 16:25:38.073807381,P0020,C0198,16,Europe,0,0,1.14,0,928.48
TX00887,2023-03-06 18:10:45.904590459,P0000,C0199,35,South America,0,1,0.6,0,4290.65
TX00888,2023-03-06 19:55:53.735373537,P0036,C0041,36,South America,0,0,1.21,0,1260.0
TX00889,2023-03-06 21:41:01.566156615,P0076,C0146,39,Europe,1,0,1.07,0,5354.31
TX00890,2023-03-06 23:26:09.396939694,P0084,C0065,3,North America,0,1,0.8,0,212.82
TX00891,2023-03-07 01:11:17.227722772,P0045,C0192,9,North America,1,0,0.87,0,846.45
TX00892,2023-03-07 02:56:25.058505850,P0008,C0297,40,South America,0,0,0.59,0,6576.8
TX00893,2023-03-07 04:41:32.889288929,P0016,C0037,46,South America,0,0,0.82,0,4991.0
TX00894,2023-03-07 06:26:40.720072007,P0046,C0140,29,Asia,0,0,1.47,0,543.75
TX00895,2023-03-07 08:11:48.550855085,P0084,C0105,5,Asia,0,0,0.99,0,354.7
TX00896,2023-03-07 09:56:56.381638164,P0094,C0151,3,Asia,1,0,0.97,0,355.08
TX00897,2023-03-07 11:42:04.212421242,P0058,C0037,10,South America,0,1,1.13,0,640.6
TX00898,2023-03-07 13:27:12.043204320,P0053,C0096,31,Asia,0,0,0.98,1,2866.57
TX00899,2023-03-07 15:12:19.873987399,P0085,C0107,11,South America,0,0,0.86,0,2124.54
TX00900,2023-03-07 16:57:27.704770477,P0011,C0118,17,South America,0,0,0.64,0,2644.69
TX00901,2023-03-07 18:42:35.535553555,P0063,C0150,40,Europe,0,0,1.13,0,6574.4
TX00902,2023-03-07 20:27:43.366336633,P0005,C0073,41,Asia,0,1,1.25,1,4199.22
TX00903,2023-03-07 22:12:51.197119712,P0052,C0056,8,Europe,0,1,1.42,0,1086.08
TX00904,2023-03-07 23:57:59.027902790,P0015,C0251,2,Europe,1,0,0.5,0,71.5
TX00905,2023-03-08 01:43:06.858685868,P0089,C0291,4,Asia,0,0,0.57,0,705.0
TX00906,2023-03-08 03:28:14.689468947,P0004,C0254,16,South America,0,0,1.4,0,1862.08
TX00907,2023-03-08 05:13:22.520252025,P0072,C0253,41,South America,0,0,1.13,0,6021.67
TX00908,2023-03-08 06:58:30.351035103,P0045,C0258,41,South America,1,0,1.46,0,3856.05
TX00909,2023-03-08 08:43:38.181818182,P0013,C0269,21,Asia,1,0,0.93,0,3989.79
TX00910,2023-03-08 10:28:46.012601260,P0043,C0033,5,South America,0,1,0.92,1,452.2
TX00911,2023-03-08 12:13:53.843384338,P0062,C0237,35,Europe,0,0,0.84,0,1433.25
TX00912,2023-03-08 13:59:01.674167417,P0093,C0178,14,North America,0,0,0.64,0,1751.96
TX00913,2023-03-08 15:44:09.504950495,P0051,C0103,15,Asia,0,1,0.88,1,2626.05
TX00914,2023-03-08 17:29:17.335733573,P0025,C0028,6,North America,0,0,0.51,0,254.7
TX00915,2023-03-08 19:14:25.166516651,P0052,C0226,16,Europe,0,0,1.01,0,2172.16
TX00916,2023-03-08 20:59:32.997299730,P0028,C0231,23,North America,1,0,1.35,0,874.46
TX00917,2023-03-08 22:44:40.828082808,P0018,C0116,31,Europe,0,0,0.82,0,5811.26
TX00918,2023-03-09 00:29:48.658865886,P0046,C0206,42,North America,0,0,0.59,0,787.5
TX00919,2023-03-09 02:14:56.489648965,P0007,C0184,46,North America,0,0,1.47,0,2001.92
TX00920,2023-03-09 04:00:04.320432043,P0022,C0137,12,South America,1,0,0.63,0,993.6
TX00921,2023-03-09 05:45:12.151215121,P0034,C0163,41,North America,0,1,1.03,0,7779.75
TX00922,2023-03-09 07:30:19.981998200,P0094,C0074,19,Europe,0,0,1.31,0,2248.84
TX00923,2023-03-09 09:15:27.812781278,P0052,C0232,12,Europe,0,0,0.75,1,1629.12
TX00924,2023-03-09 11:00:35.643564356,P0098,C0283,45,Europe,0,0,1.34,1,2227.05
TX00925,2023-03-09 12:45:43.474347435,P0095,C0254,13,Asia,0,0,1.06,1,262.34
TX00926,2023-03-09 14:30:51.305130513,P0057,C0008,49,Europe,0,0,0.83,0,5442.43
TX00927,2023-03-09 16:15:59.135913591,P0004,C0202,2,Asia,0,0,1.37,0,232.76
TX00928,2023-03-09 18:01:06.966696669,P0015,C0090,20,Europe,0,0,1.12,0,715.0
TX00929,2023-03-09 19:46:14.797479748,P0016,C0149,31,Asia,0,1,1.12,0,3363.5
TX00930,2023-03-09 21:31:22.628262826,P0031,C0175,9,North America,0,0,1.0,0,1312.11
TX00931,2023-03-09 23:16:30.459045904,P0095,C0032,21,North America,0,0,0.77,0,423.78
TX00932,2023-03-10 01:01:38.289828983,P0051,C0183,8,Europe,0,1,0.8,0,1400.56
TX00933,2023-03-10 02:46:46.120612061,P0019,C0156,39,Asia,1,0,0.59,0,1750.32
TX00934,2023-03-10 04:31:53.951395139,P0065,C0052,37,South America,1,0,0.74,0,6797.64
TX00935,2023-03-10 06:17:01.782178218,P0083,C0295,29,South America,1,1,0.78,0,2246.05
TX00936,2023-03-10 08:02:09.612961296,P0081,C0201,19,South America,0,0,0.56,0,1584.22
TX00937,2023-03-10 09:47:17.443744374,P0000,C0273,35,North America,0,0,0.61,0,4290.65
TX00938,2023-03-10 11:32:25.274527453,P0057,C0174,45,North America,0,0,0.77,1,4998.15
TX00939,2023-03-10 13:17:33.105310531,P0092,C0243,38,Asia,0,0,1.18,1,5855.42
TX00940,2023-03-10 15:02:40.936093609,P0092,C0268,26,Europe,0,0,0.68,0,4006.34
TX00941,2023-03-10 16:47:48.766876687,P0082,C0073,11,North America,0,0,1.02,1,1123.32
TX00942,2023-03-10 18:32:56.597659766,P0043,C0095,36,Europe,0,0,1.01,0,3255.84
TX00943,2023-03-10 20:18:04.428442844,P0005,C0172,35,South America,0,0,1.33,0,3584.7
TX00944,2023-03-10 22:03:12.259225922,P0049,C0154,4,South America,1,1,1.11,0,399.8
TX00945,2023-03-10 23:48:20.090009001,P0071,C0182,3,Europe,0,0,1.42,0,55.02
TX00946,2023-03-11 01:33:27.920792079,P0087,C0288,45,Asia,0,0,1.13,0,650.25
TX00947,2023-03-11 03:18:35.751575157,P0019,C0257,47,South America,0,1,0.53,0,2109.36
TX00948,2023-03-11 05:03:43.582358236,P0013,C0074,12,Asia,1,0,0.88,0,2279.88
TX00949,2023-03-11 06:48:51.413141314,P0004,C0173,32,South America,1,0,1.2,0,3724.16
TX00950,2023-03-11 08:33:59.243924392,P0040,C0230,47,North America,0,0,0.98,0,8143.69
TX00951,2023-03-11 10:19:07.074707471,P0039,C0246,26,South America,0,1,0.92,0,5061.94
TX00952,2023-03-11 12:04:14.905490549,P0033,C0160,43,Asia,1,0,1.17,0,7883.19
TX00953,2023-03-11 13:49:22.736273627,P0079,C0185,43,North America,0,1,0.79,1,1077.58
TX00954,2023-03-11 15:34:30.567056705,P0044,C0142,13,South America,1,0,1.41,1,153.01
TX00955,2023-03-11 17:19:38.397839784,P0070,C0281,44,North America,0,0,0.91,0,862.4
TX00956,2023-03-11 19:04:46.228622862,P0079,C0127,38,North America,0,0,1.13,0,952.28
TX00957,2023-03-11 20:49:54.059405940,P0070,C0165,29,South America,1,1,1.48,0,568.4
TX00958,2023-03-11 22:35:01.890189019,P0026,C0026,19,Europe,0,0,1.29,0,1154.63
TX00959,2023-03-12 00:20:09.720972097,P0077,C0245,35,Europe,0,0,1.03,0,352.8
TX00960,2023-03-12 02:05:17.551755175,P0077,C0134,48,Asia,0,0,1.36,0,483.84
TX00961,2023-03-12 03:50:25.382538254,P0043,C0201,41,Asia,1,0,1.06,0,3708.04
TX00962,2023-03-12 05:35:33.213321332,P0032,C0020,27,South America,0,0,0.94,0,5080.32
TX00963,2023-03-12 07:20:41.044104410,P0032,C0078,46,North America,0,0,1.37,0,8655.36
TX00964,2023-03-12 09:05:48.874887489,P0043,C0157,31,North America,0,0,0.53,0,2803.64
TX00965,2023-03-12 10:50:56.705670567,P0019,C0093,3,Europe,1,0,0.91,1,134.64
TX00966,2023-03-12 12:36:04.536453645,P0035,C0007,35,Europe,0,0,0.84,0,1977.5
TX00967,2023-03-12 14:21:12.367236723,P0006,C0258,24,North America,0,0,1.21,0,2542.56
TX00968,2023-03-12 16:06:20.198019802,P0031,C0054,7,North America,0,0,0.51,0,1020.53
TX00969,2023-03-12 17:51:28.028802880,P0066,C0035,35,Asia,1,0,1.16,0,2114.0
TX00970,2023-03-12 19:36:35.859585958,P0038,C0005,21,North America,1,1,0.85,0,3781.47
TX00971,2023-03-12 21:21:43.690369037,P0092,C0041,1,North America,0,0,0.6,0,154.09
TX00972,2023-03-12 23:06:51.521152115,P0023,C0049,44,South America,1,0,1.48,0,7083.56
TX00973,2023-03-13 00:51:59.351935193,P0085,C0111,6,North America,0,0,0.71,0,1158.84
TX00974,2023-03-13 02:37:07.182718272,P0069,C0145,39,Europe,0,0,0.85,0,4482.66
TX00975,2023-03-13 04:22:15.013501350,P0087,C0229,34,Europe,1,0,0.71,0,491.3
TX00976,2023-03-13 06:07:22.844284428,P0086,C0210,18,Asia,0,1,1.16,0,2374.2
TX00977,2023-03-13 07:52:30.675067507,P0053,C0029,25,Asia,0,0,1.28,0,2311.75
TX00978,2023-03-13 09:37:38.505850585,P0037,C0294,15,South America,1,0,1.36,1,1011.45
TX00979,2023-03-13 11:22:46.336633663,P0073,C0115,47,Asia,0,1,0.81,0,4439.15
TX00980,2023-03-13 13:07:54.167416741,P0079,C0225,32,North America,0,0,1.02,0,801.92
TX00981,2023-03-13 14:53:01.998199820,P0074,C0058,42,North America,1,0,1.16,0,2465.4
TX00982,2023-03-13 16:38:09.828982898,P0031,C0075,49,South America,0,0,1.13,0,7143.71
TX00983,2023-03-13 18:23:17.659765976,P0044,C0215,18,Europe,0,0,1.22,0,211.86
TX00984,2023-03-13 20:08:25.490549055,P0060,C0131,31,North America,0,0,1.27,1,4247.62
TX00985,2023-03-13 21:53:33.321332133,P0069,C0080,29,North America,0,0,0.6,0,3333.26
TX00986,2023-03-13 23:38:41.152115211,P0087,C0066,15,South America,0,0,0.67,0,216.75
TX00987,2023-03-14 01:23:48.982898290,P0096,C0229,23,Europe,0,0,1.23,0,843.87
TX00988,2023-03-14 03:08:56.813681368,P0052,C0276,38,Asia,0,0,0.98,0,5158.88
TX00989,2023-03-14 04:54:04.644464446,P0050,C0071,41,North America,1,0,0.93,0,5186.5
TX00990,2023-03-14 06:39:12.475247525,P0075,C0208,11,Europe,0,0,0.96,0,507.98
TX00991,2023-03-14 08:24:20.306030603,P0055,C0271,15,South America,0,0,0.87,0,2730.9
TX00992,2023-03-14 10:09:28.136813681,P0026,C0143,23,South America,1,0,1.09,0,1397.71
TX00993,2023-03-14 11:54:35.967596759,P0037,C0250,3,Europe,1,0,0.82,1,202.29
TX00994,2023-03-14 13:39:43.798379838,P0061,C0283,19,South America,0,0,1.14,1,3304.67
TX00995,2023-03-14 15:24:51.629162916,P0017,C0178,1,Asia,0,0,0.7,0,31.4
TX00996,2023-03-14 17:09:59.459945994,P0063,C0079,24,Europe,0,1,1.26,0,3944.64
TX00997,2023-03-14 18:55:07.290729073,P0076,C0056,49,Asia,0,1,1.28,0,6727.21
TX00998,2023-03-14 20:40:15.121512151,P0029,C0173,11,South America,0,0,1.08,0,1388.31
TX00999,2023-03-14 22:25:22.952295229,P0048,C0237,30,Asia,0,0,0.87,0,2229.9
TX01000,2023-03-15 00:10:30.783078308,P0040,C0165,11,Asia,0,0,0.51,0,1905.97
TX01001,2023-03-15 01:55:38.613861386,P0012,C0083,39,Asia,1,0,0.62,0,7299.24
TX01002,2023-03-15 03:40:46.444644464,P0033,C0047,1,Asia,1,1,0.58,1,183.33
TX01003,2023-03-15 05:25:54.275427543,P0099,C0126,12,Europe,0,0,0.51,0,1269.24
TX01004,2023-03-15 07:11:02.106210621,P0093,C0168,4,South America,0,0,1.22,0,500.56
TX01005,2023-03-15 08:56:09.936993699,P0024,C0066,25,South America,1,0,1.46,0,2417.5
TX01006,2023-03-15 10:41:17.767776777,P0065,C0193,8,North America,1,0,0.51,0,1469.76
TX01007,2023-03-15 12:26:25.598559856,P0099,C0154,15,Asia,1,0,0.61,0,1586.55
TX01008,2023-03-15 14:11:33.429342934,P0017,C0159,43,Asia,0,0,1.36,1,1350.2
TX01009,2023-03-15 15:56:41.260126012,P0004,C0183,30,North America,0,0,1.19,0,3491.4
TX01010,2023-03-15 17:41:49.090909091,P0018,C0265,40,North America,1,0,0.9,0,7498.4
TX01011,2023-03-15 19:26:56.921692169,P0041,C0167,32,Asia,0,1,1.49,0,988.8
TX01012,2023-03-15 21:12:04.752475247,P0017,C0144,44,South America,1,0,1.07,0,1381.6
TX01013,2023-03-15 22:57:12.583258326,P0031,C0185,35,North America,0,0,1.17,0,5102.65
TX01014,2023-03-16 00:42:20.414041404,P0020,C0261,21,Asia,1,0,1.15,0,1218.63
TX01015,2023-03-16 02:27:28.244824482,P0009,C0273,31,South America,0,0,0.72,0,3500.83
TX01016,2023-03-16 04:12:36.075607561,P0036,C0222,36,Europe,0,0,0.99,0,1260.0
TX01017,2023-03-16 05:57:43.906390639,P0048,C0041,27,North America,0,0,0.72,0,2006.91
TX01018,2023-03-16 07:42:51.737173717,P0085,C0003,44,North America,1,0,1.01,0,8498.16
TX01019,2023-03-16 09:27:59.567956795,P0012,C0275,8,South America,0,0,0.53,0,1497.28
TX01020,2023-03-16 11:13:07.398739874,P0054,C0283,23,Europe,0,0,0.88,0,3810.87
TX01021,2023-03-16 12:58:15.229522952,P0016,C0192,23,South America,0,0,0.87,0,2495.5
TX01022,2023-03-16 14:43:23.060306030,P0008,C0103,42,North America,1,0,0.79,0,6905.64
TX01023,2023-03-16 16:28:30.891089109,P0087,C0246,33,Europe,0,0,0.58,0,476.85
TX01024,2023-03-16 18:13:38.721872187,P0043,C0299,13,Asia,0,0,1.27,0,1175.72
TX01025,2023-03-16 19:58:46.552655265,P0077,C0022,39,North America,0,0,0.92,0,393.12
TX01026,2023-03-16 21:43:54.383438344,P0045,C0012,35,South America,0,0,1.31,0,3291.75
TX01027,2023-03-16 23:29:02.214221422,P0007,C0143,16,South America,0,1,1.34,0,696.32
TX01028,2023-03-17 01:14:10.045004500,P0036,C0217,12,South America,0,0,0.71,0,420.0
TX01029,2023-03-17 02:59:17.875787579,P0018,C0182,31,South America,1,0,0.92,0,5811.26
TX01030,2023-03-17 04:44:25.706570657,P0062,C0241,5,South America,0,0,1.22,0,204.75
TX01031,2023-03-17 06:29:33.537353735,P0091,C0192,40,North America,0,0,1.0,0,1118.8
TX01032,2023-03-17 08:14:41.368136813,P0045,C0271,44,Europe,1,0,1.36,0,4138.2
TX01033,2023-03-17 09:59:49.198919892,P0093,C0164,25,South America,1,1,1.07,0,3128.5
TX01034,2023-03-17 11:44:57.029702970,P0070,C0179,21,South America,1,1,1.13,0,411.6
TX01035,2023-03-17 13:30:04.860486048,P0025,C0116,3,Asia,0,0,1.29,0,127.35
TX01036,2023-03-17 15:15:12.691269127,P0045,C0265,48,Asia,0,0,0.62,1,4514.4
TX01037,2023-03-17 17:00:20.522052205,P0045,C0037,10,Europe,0,0,1.08,1,940.5
TX01038,2023-03-17 18:45:28.352835283,P0074,C0043,23,North America,0,0,0.59,1,1350.1
TX01039,2023-03-17 20:30:36.183618362,P0013,C0073,17,North America,0,0,0.76,0,3229.83
TX01040,2023-03-17 22:15:44.014401440,P0084,C0225,42,Europe,1,1,0.71,0,2979.48
TX01041,2023-03-18 00:00:51.845184518,P0062,C0012,35,Europe,0,0,1.07,0,1433.25
TX01042,2023-03-18 01:45:59.675967597,P0071,C0011,25,Europe,0,0,1.34,0,458.5
TX01043,2023-03-18 03:31:07.506750675,P0002,C0049,2,South America,0,0,0.63,0,210.74
TX01044,2023-03-18 05:16:15.337533753,P0027,C0248,27,North America,0,0,1.27,0,2881.71
TX01045,2023-03-18 07:01:23.168316831,P0028,C0118,46,Europe,0,0,0.64,0,1748.92
TX01046,2023-03-18 08:46:30.999099910,P0086,C0056,9,Asia,0,0,0.69,0,1187.1
TX01047,2023-03-18 10:31:38.829882988,P0017,C0181,49,South America,0,0,1.42,0,1538.6
TX01048,2023-03-18 12:16:46.660666066,P0034,C0263,4,South America,0,0,0.51,0,759.0
TX01049,2023-03-18 14:01:54.491449145,P0076,C0105,26,South America,1,1,0.7,1,3569.54
TX01050,2023-03-18 15:47:02.322232223,P0075,C0190,32,South America,0,1,0.72,0,1477.76
TX01051,2023-03-18 17:32:10.153015301,P0046,C0136,29,Europe,1,1,0.78,0,543.75
TX01052,2023-03-18 19:17:17.983798380,P0004,C0187,22,South America,0,0,0.86,0,2560.36
TX01053,2023-03-18 21:02:25.814581458,P0074,C0119,47,Asia,1,1,0.6,0,2758.9
TX01054,2023-03-18 22:47:33.645364536,P0058,C0241,13,Asia,0,1,0.97,0,832.78
TX01055,2023-03-19 00:32:41.476147615,P0074,C0071,23,Europe,1,1,0.9,0,1350.1
TX01056,2023-03-19 02:17:49.306930693,P0058,C0242,31,South America,0,1,1.12,0,1985.86
TX01057,2023-03-19 04:02:57.137713771,P0046,C0130,41,Asia,0,1,1.37,0,768.75
TX01058,2023-03-19 05:48:04.968496849,P0094,C0268,36,North America,0,0,0.8,0,4260.96
TX01059,2023-03-19 07:33:12.799279928,P0094,C0051,40,South America,0,0,1.05,0,4734.4
TX01060,2023-03-19 09:18:20.630063006,P0012,C0061,31,Europe,0,0,0.87,0,5801.96
TX01061,2023-03-19 11:03:28.460846084,P0077,C0118,15,North America,1,0,0.54,0,151.2
TX01062,2023-03-19 12:48:36.291629163,P0088,C0263,14,South America,0,0,1.32,0,1284.22
TX01063,2023-03-19 14:33:44.122412241,P0032,C0238,35,North America,0,0,1.13,0,6585.6
TX01064,2023-03-19 16:18:51.953195319,P0096,C0254,24,South America,0,0,0.5,0,880.56
TX01065,2023-03-19 18:03:59.783978398,P0061,C0172,30,South America,0,0,0.75,0,5217.9
TX01066,2023-03-19 19:49:07.614761476,P0078,C0236,30,Asia,0,0,0.81,0,4893.6
TX01067,2023-03-19 21:34:15.445544554,P0015,C0094,27,North America,0,0,1.31,0,965.25
TX01068,2023-03-19 23:19:23.276327633,P0043,C0056,49,North America,1,0,1.26,0,4431.56
TX01069,2023-03-20 01:04:31.107110711,P0057,C0066,40,Europe,0,1,0.9,0,4442.8
TX01070,2023-03-20 02:49:38.937893789,P0005,C0045,14,Europe,1,0,0.66,0,1433.88
TX01071,2023-03-20 04:34:46.768676867,P0088,C0093,45,North America,0,0,0.89,0,4127.85
